method,factor,weight,expected_return,volatility,sharpe_ratio
max_sharpe,GFN_Composite,0.55966,0.9729932452403047,4.355367953634481,0.22340092860084493
max_sharpe,GFN_LogPrice,0.08262,0.9729932452403047,4.355367953634481,0.22340092860084493
max_sharpe,GFN_Momentum,0.00703,0.9729932452403047,4.355367953634481,0.22340092860084493
max_sharpe,Genetic_Composite,0.29429,0.9729932452403047,4.355367953634481,0.22340092860084493
max_sharpe,Genetic_Multivariate,0.0564,0.9729932452403047,4.355367953634481,0.22340092860084493
min_volatility,Agent_MomentumReversal,0.03698,0.4726042301618747,3.2685209279129745,0.14459268904349445
min_volatility,GFN_Composite,0.25788,0.4726042301618747,3.2685209279129745,0.14459268904349445
min_volatility,GFN_LogPrice,0.09287,0.4726042301618747,3.2685209279129745,0.14459268904349445
min_volatility,GFN_Momentum,0.06043,0.4726042301618747,3.2685209279129745,0.14459268904349445
min_volatility,GFN_Volatility,0.15866,0.4726042301618747,3.2685209279129745,0.14459268904349445
min_volatility,Gen_PriceAcceleration,0.0927,0.4726042301618747,3.2685209279129745,0.14459268904349445
min_volatility,Genetic_Composite,0.17183,0.4726042301618747,3.2685209279129745,0.14459268904349445
min_volatility,Genetic_Multivariate,0.12865,0.4726042301618747,3.2685209279129745,0.14459268904349445
efficient_return,Agent_MomentumReversal,0.03698,0.4726042301618747,3.2685209279129745,0.14459268904349445
efficient_return,GFN_Composite,0.25788,0.4726042301618747,3.2685209279129745,0.14459268904349445
efficient_return,GFN_LogPrice,0.09287,0.4726042301618747,3.2685209279129745,0.14459268904349445
efficient_return,GFN_Momentum,0.06043,0.4726042301618747,3.2685209279129745,0.14459268904349445
efficient_return,GFN_Volatility,0.15866,0.4726042301618747,3.2685209279129745,0.14459268904349445
efficient_return,Gen_PriceAcceleration,0.0927,0.4726042301618747,3.2685209279129745,0.14459268904349445
efficient_return,Genetic_Composite,0.17183,0.4726042301618747,3.2685209279129745,0.14459268904349445
efficient_return,Genetic_Multivariate,0.12865,0.4726042301618747,3.2685209279129745,0.14459268904349445
hrp,Agent_MomentumReversal,0.04011226144511841,0.4316924502752138,0.08731931261681534,4.9438370199914
hrp,GFN_Composite,0.009632159657678219,0.4316924502752138,0.08731931261681534,4.9438370199914
hrp,GFN_LogPrice,0.40823781512576035,0.4316924502752138,0.08731931261681534,4.9438370199914
hrp,GFN_Momentum,0.029459227229102252,0.4316924502752138,0.08731931261681534,4.9438370199914
hrp,GFN_Volatility,0.06229501642797318,0.4316924502752138,0.08731931261681534,4.9438370199914
hrp,Gen_PriceAcceleration,0.13098885009239095,0.4316924502752138,0.08731931261681534,4.9438370199914
hrp,Genetic_Composite,0.0855658992804941,0.4316924502752138,0.08731931261681534,4.9438370199914
hrp,Genetic_Multivariate,0.23370877074148258,0.4316924502752138,0.08731931261681534,4.9438370199914
cla,GFN_Composite,0.5624483709755917,0.9743557568906545,4.361412252561834,0.22340372807416478
cla,GFN_LogPrice,0.08178061026978764,0.9743557568906545,4.361412252561834,0.22340372807416478
cla,GFN_Momentum,0.00693163011125225,0.9743557568906545,4.361412252561834,0.22340372807416478
cla,Genetic_Composite,0.2928809116132298,0.9743557568906545,4.361412252561834,0.22340372807416478
cla,Genetic_Multivariate,0.05595847703013852,0.9743557568906545,4.361412252561834,0.22340372807416478
